From Bank,Account,To Bank,Account.1,Amount Received,Amount Paid,Payment Format,Year,Month
010,8000MYN08,010,8000NPV34,406.37,225.14,Reinvestment,2022,1
03208,8000XHU17,010,8000TOE83,129.95,202.76,Bitcoin,2021,8
03208,8000YCD28,03208,8000ZQN98,423.45,209.62,ACH,2023,1
03208,8000QKV39,010,8000RRP93,196.54,448.81,Cheque,2023,5
010,8000ZHR64,010,8000ZDX61,257.37,386.78,Cheque,2022,2
010,8000QOA37,03208,8000UQM00,286.86,323.65,Cash,2021,1
03208,8000QOV22,010,8000YWM90,182.87,352.26,Credit Card,2021,10
03208,8000QTB05,010,8000BBG45,465.54,277.63,Cash,2021,8
03208,8000KGK17,03208,8000DQR98,375.37,253.8,Cheque,2022,8
03208,8000KJO49,03208,8000QNF10,100.52,314.27,Bitcoin,2021,5
010,8000EKO91,03208,8000XGO42,421.16,367.73,Credit Card,2021,12
010,8000VOF83,010,8000UKU73,176.95,152.85,ACH,2021,7
03208,8000LXK32,03208,8000KIK88,264.34,471.97,Credit Card,2021,10
03208,8000WFD83,010,8000VTQ50,431.22,354.58,Wire,2022,7
010,8000SLQ06,03208,8000CST92,466.65,208.9,Bitcoin,2021,6
010,8000LQE88,010,8000HJH59,469.9,132.94,Cash,2022,12
03208,8000EIC23,03208,8000VPX96,337.63,329.42,Reinvestment,2021,9
010,8000PZI03,03208,8000POD81,228.63,460.25,Credit Card,2022,8
03208,8000ELI72,03208,8000UGX18,436.96,243.95,Reinvestment,2023,9
03208,8000EWN76,03208,8000FWT99,310.9,411.92,Cheque,2022,9
010,8000QIN72,03208,8000YWF74,473.18,144.57,Cash,2023,1
010,8000FUG97,03208,8000UZY32,322.31,129.48,Credit Card,2021,1
03208,8000NOR25,03208,8000WJE13,186.91,223.38,Bitcoin,2022,6
010,8000JNZ56,010,8000BHP23,346.47,337.02,Credit Card,2022,8
03208,8000AMW18,010,8000PQV90,312.29,339.32,Reinvestment,2022,3
010,8000WRZ69,03208,8000DNU80,397.98,474.67,Bitcoin,2022,9
03208,8000MXO74,03208,8000KDU72,272.95,369.32,Cash,2023,8
03208,8000HTR11,03208,8000BLV72,484.51,401.23,Reinvestment,2021,9
010,8000AZI73,03208,8000HAO14,232.06,262.77,Cheque,2021,12
010,8000BQN89,03208,8000XGV02,110.99,396.03,Cash,2023,2
03208,8000MCU24,03208,8000UNA25,412.08,487.51,Credit Card,2021,4
03208,8000MXI78,010,8000IOX24,283.37,252.99,Bitcoin,2023,11
010,8000CDI68,010,8000QAD63,396.41,195.44,Cheque,2023,1
010,8000PIM63,010,8000ETZ22,184.38,356.62,Cheque,2021,12
03208,8000PYS67,010,8000PBH98,235.3,198.45,Cash,2023,7
010,8000PSO68,03208,8000CRA48,144.98,103.42,Bitcoin,2021,4
010,8000RSL76,010,8000CHV29,281.54,473.64,Bitcoin,2022,6
010,8000GKV10,010,8000CGK37,114.61,199.1,ACH,2022,9
03208,8000RSP81,010,8000ILB40,359.65,198.59,ACH,2023,3
03208,8000IZL74,010,8000TIN97,332.59,279.84,Credit Card,2022,3
010,8000SBD74,03208,8000XHE50,330.05,156.14,ACH,2022,6
03208,8000ZWG51,03208,8000GNI69,283.96,160.96,Bitcoin,2023,7
010,8000PMI44,010,8000GVH58,393.01,392.57,Cash,2021,4
03208,8000WXS48,03208,8000VUL13,249.23,172.55,Bitcoin,2022,2
010,8000EPL10,010,8000FRM31,381.62,111.07,Reinvestment,2023,6
010,8000HKH44,010,8000CCN29,143.33,456.29,Cheque,2022,11
010,8000HTN09,03208,8000TVM98,138.5,173.86,Reinvestment,2022,3
010,8000TYZ79,010,8000XHW71,251.98,183.08,Wire,2022,3
03208,8000MFK45,010,8000VUU67,241.02,443.86,Wire,2023,5
03208,8000IPQ61,010,8000ERV44,497.89,442.17,ACH,2023,5
03208,8000MDN56,010,8000EEV30,448.84,465.2,Reinvestment,2023,6
03208,8000IVB84,010,8000SGN61,181.65,403.91,Credit Card,2023,9
010,8000XDH01,03208,8000SVY25,475.79,239.52,Reinvestment,2021,3
010,8000ZDG22,03208,8000ISS32,369.31,139.78,ACH,2023,10
010,8000DTN81,03208,8000JQF61,339.62,322.83,Cash,2021,6
010,8000FJF39,010,8000WQU44,391.47,169.7,Cash,2023,7
03208,8000MHI71,010,8000YAA22,104.56,149.83,Bitcoin,2021,4
03208,8000HMP69,010,8000NUQ81,376.22,264.73,Credit Card,2021,7
010,8000YJN92,010,8000OVC76,430.39,495.73,ACH,2022,9
03208,8000BTT09,03208,8000MAF55,108.69,122.5,Credit Card,2023,10
03208,8000KWC43,03208,8000JOG39,312.65,268.22,Reinvestment,2023,8
03208,8000HMF29,010,8000SSV98,445.14,490.17,Wire,2021,9
03208,8000BJC38,010,8000YPC97,472.37,100.82,Bitcoin,2023,4
010,8000FCO93,010,8000VDA18,171.56,488.1,Wire,2023,4
010,8000BFV47,03208,8000ZML21,180.34,469.08,ACH,2023,4
010,8000IOL17,010,8000WPF51,196.63,380.67,Reinvestment,2022,1
010,8000NBL15,010,8000NMT34,419.83,369.58,Cash,2023,7
03208,8000BQV87,010,8000GNJ25,389.73,452.87,Credit Card,2021,9
010,8000FNZ78,03208,8000PLJ58,293.14,350.03,ACH,2022,9
010,8000EIY43,03208,8000GUM74,351.57,401.87,ACH,2022,5
010,8000BQA70,03208,8000ZSE61,115.96,100.42,Reinvestment,2021,7
010,8000PTD07,03208,8000VKB76,441.99,459.0,Cheque,2021,7
03208,8000VZO68,03208,8000KAF21,405.59,472.25,Cash,2021,12
03208,8000WHA60,03208,8000EIQ90,122.15,240.05,Cheque,2022,5
03208,8000VJJ75,010,8000HWF26,218.58,237.33,Wire,2023,4
03208,8000MJO29,03208,8000EVN94,231.3,334.07,Wire,2021,11
03208,8000QAO82,03208,8000LHT39,446.46,295.5,Cash,2022,7
010,8000ECM59,03208,8000XRN07,377.25,291.45,Reinvestment,2022,7
03208,8000SQV27,03208,8000CXT62,442.78,100.49,Reinvestment,2021,5
03208,8000ZKL66,010,8000GVC85,161.42,240.35,Bitcoin,2021,6
03208,8000TSL16,03208,8000TTH05,341.35,134.67,Cheque,2023,12
03208,8000GNZ88,03208,8000SWB39,223.09,386.62,Cash,2023,1
010,8000OUQ99,03208,8000SSA22,215.1,348.5,Cheque,2021,9
010,8000MNF72,03208,8000QMR97,479.53,290.83,Wire,2023,11
03208,8000FNM53,03208,8000KGL44,299.61,192.71,Bitcoin,2022,9
010,8000FNQ87,010,8000PKL70,106.94,406.31,Cash,2023,12
010,8000NZB65,03208,8000WWZ68,104.8,288.98,Wire,2021,10
03208,8000XMS00,03208,8000SQI92,280.92,421.47,Cheque,2023,3
03208,8000VLV65,03208,8000SCO71,439.25,309.39,Cheque,2021,11
010,8000RAA62,03208,8000RYE62,136.75,301.12,ACH,2023,6
010,8000BJZ50,03208,8000IHD64,394.32,197.39,Cheque,2021,3
010,8000DPP04,010,8000YUX95,210.36,446.7,ACH,2023,5
03208,8000VII29,010,8000PMV70,260.46,144.74,Bitcoin,2022,12
03208,8000IKC91,010,8000RAJ70,440.85,235.42,Cash,2023,5
010,8000DVF33,010,8000OCB41,227.7,338.74,Cash,2022,9
03208,8000NYM91,010,8000AFQ68,415.41,418.6,Cheque,2023,1
010,8000LPT18,010,8000OAO92,428.75,306.23,Bitcoin,2022,12
03208,8000PMO18,03208,8000QML68,367.21,135.44,Cheque,2022,11
03208,8000JIA98,03208,8000PNJ87,461.65,363.79,ACH,2023,5
010,8000ZPX69,03208,8000SJV72,370.58,147.97,Cash,2021,10
010,8000VUJ85,03208,8000RSY45,424.11,258.95,Cheque,2022,10
010,8000KLG43,03208,8000JSC97,161.81,459.91,Cheque,2022,12
010,8000HNF56,010,8000IRQ59,391.96,177.37,Wire,2022,9
010,8000ICL76,010,8000GBR78,350.17,313.37,Reinvestment,2021,1
010,8000HOZ35,03208,8000LNK56,102.55,219.13,Cash,2022,2
010,8000DRX93,03208,8000HCC76,497.28,156.86,Wire,2021,7
03208,8000IRB57,010,8000JUF33,240.0,378.1,Wire,2021,9
03208,8000XMG64,03208,8000WTL08,125.11,465.29,Cheque,2023,7
03208,8000FIS10,010,8000ZOG69,167.23,211.25,Cash,2023,10
010,8000BCY28,010,8000JWB16,200.74,124.13,Bitcoin,2021,9
010,8000HAR70,010,8000RQU07,241.29,486.88,Reinvestment,2021,12
010,8000ZED44,010,8000FJC97,382.88,368.63,Bitcoin,2022,1
03208,8000CQR39,03208,8000VYE68,411.82,188.6,Cheque,2021,5
03208,8000VIM97,03208,8000JKC09,497.66,180.83,Cheque,2022,11
010,8000HHF18,010,8000VQH02,169.67,290.38,Bitcoin,2023,3
010,8000ZVW37,03208,8000NAD00,214.77,291.96,Cheque,2022,2
010,8000JXP97,03208,8000DYF03,453.42,257.43,Credit Card,2023,2
010,8000SSO86,03208,8000EWM95,408.92,213.76,Wire,2023,12
03208,8000VSS01,010,8000YBN17,470.35,226.92,Wire,2022,10
03208,8000HTL69,010,8000NAT89,451.68,128.05,Bitcoin,2021,9
010,8000VKI20,010,8000VEX61,254.31,184.63,Credit Card,2022,2
03208,8000ORZ78,03208,8000YLK03,481.35,234.85,Wire,2022,8
03208,8000MBN41,010,8000FMA80,429.44,183.72,ACH,2023,9
010,8000EEZ05,010,8000IWO95,463.06,199.17,Credit Card,2021,12
03208,8000DDX58,010,8000LJB72,327.62,491.04,Reinvestment,2022,2
010,8000WBB21,010,8000XNG13,386.03,171.63,Reinvestment,2023,11
03208,8000URR92,010,8000LUQ01,456.73,257.39,Cheque,2022,3
03208,8000ZPH80,010,8000JYR98,317.26,450.37,Credit Card,2021,11
010,8000PIA81,010,8000ZWY11,154.33,364.83,Cheque,2023,1
010,8000RWW89,03208,8000TKE59,413.18,478.74,Bitcoin,2023,7
03208,8000UMI12,03208,8000NLO22,310.22,140.93,Credit Card,2023,2
03208,8000XBC53,010,8000ZEO51,106.88,296.43,Credit Card,2023,7
03208,8000UUT70,03208,8000XSU61,489.62,487.26,Cheque,2023,5
03208,8000PNS87,03208,8000FKR28,151.52,387.31,Reinvestment,2021,3
03208,8000YHS05,010,8000DRG29,480.48,439.0,Credit Card,2021,3
010,8000GXI20,010,8000GUH35,456.77,243.26,Bitcoin,2023,12
03208,8000FBJ86,010,8000NDL37,310.27,348.05,Cheque,2021,3
010,8000EXA71,03208,8000KVR82,107.78,257.75,Credit Card,2021,4
010,8000QLS72,010,8000OWW24,138.59,468.04,Cash,2021,12
03208,8000JYB12,03208,8000LCH85,229.92,399.21,Bitcoin,2022,11
03208,8000GOV02,010,8000JVU42,290.9,246.13,ACH,2022,6
010,8000STF37,010,8000GVF64,457.34,229.93,Credit Card,2023,8
010,8000VCB72,03208,8000XCG07,252.05,405.45,Reinvestment,2021,9
03208,8000VZU55,03208,8000JOJ66,418.83,316.15,Cash,2023,12
010,8000KDV38,010,8000RYO88,110.99,104.13,Cash,2022,6
03208,8000XTI93,010,8000HDM92,307.9,423.19,Bitcoin,2021,4
010,8000FMI26,010,8000YOS09,143.11,134.59,Cash,2021,11
03208,8000NHV02,03208,8000WXX19,460.48,213.9,Credit Card,2021,3
03208,8000LKD04,010,8000QMH04,329.54,188.61,Wire,2021,1
010,8000RHE03,010,8000WOG58,185.31,470.64,Bitcoin,2021,9
03208,8000LIB33,010,8000SAT02,318.49,438.32,Reinvestment,2023,2
03208,8000ICZ19,010,8000LFD92,368.92,464.09,Reinvestment,2021,11
010,8000HFI96,010,8000VCQ15,215.93,462.47,Cash,2021,1
03208,8000XPZ95,03208,8000PEA91,274.52,452.8,Reinvestment,2023,12
010,8000SFW84,010,8000ZXT10,127.09,171.27,Reinvestment,2022,11
03208,8000XEK60,03208,8000AOW52,400.79,405.79,Credit Card,2021,8
03208,8000YQC13,03208,8000LAL65,328.04,229.67,Cheque,2023,8
03208,8000HLA09,03208,8000LDU16,496.01,179.84,ACH,2021,11
03208,8000JGN63,010,8000QRX41,471.99,170.35,Wire,2022,6
03208,8000LRM40,03208,8000QEM06,377.55,341.32,Cheque,2023,8
010,8000ZTE94,010,8000QRL01,366.0,381.22,Cheque,2023,5
03208,8000JJH13,010,8000PHH26,287.62,316.35,Credit Card,2023,6
010,8000LMT98,010,8000OOO88,197.8,321.18,Reinvestment,2021,7
010,8000AQG37,03208,8000QVC51,291.8,294.45,Bitcoin,2022,1
010,8000ABN85,010,8000IWJ21,154.0,254.13,Wire,2022,2
010,8000WXB29,010,8000FKQ53,446.44,380.45,Cash,2023,4
010,8000HCA45,010,8000DDV41,408.05,387.47,Wire,2022,3
03208,8000ZNI11,010,8000RIZ57,396.49,463.99,Credit Card,2023,7
03208,8000MMO35,03208,8000AQJ11,328.53,382.42,Wire,2021,7
010,8000XOO53,03208,8000LOP84,211.5,417.99,Cash,2021,2
010,8000DIE89,010,8000QNY54,463.27,170.15,Cash,2022,1
03208,8000CMT21,010,8000RKQ44,489.05,314.21,Credit Card,2021,10
03208,8000UVN12,03208,8000RDH30,154.51,272.56,Cash,2022,2
03208,8000UWP69,010,8000SIY93,213.94,490.23,Reinvestment,2021,9
010,8000YNB78,03208,8000KVF60,374.95,468.46,Cash,2021,2
03208,8000JZC57,010,8000GFC10,382.18,470.98,ACH,2022,11
010,8000SET77,03208,8000EFN22,290.53,355.14,Cash,2022,8
010,8000HRC46,03208,8000KEJ46,237.17,194.65,Cash,2022,6
03208,8000INA33,010,8000YXI20,398.59,361.19,Reinvestment,2023,2
03208,8000WCD43,010,8000FSB69,286.53,409.99,Credit Card,2021,8
010,8000BSF52,03208,8000VLR63,350.3,157.66,Reinvestment,2022,12
03208,8000GXA87,03208,8000SJY61,365.73,134.48,Reinvestment,2021,9
010,8000KPK30,010,8000ZHN69,323.02,372.99,Cash,2021,6
03208,8000VDW97,010,8000NPI98,259.02,179.61,ACH,2022,2
03208,8000CJE65,010,8000UXO11,295.55,222.09,Wire,2023,8
03208,8000WXK48,010,8000ECM76,227.04,137.65,Cash,2021,6
03208,8000ZLE29,03208,8000CPH63,333.59,342.05,Cash,2023,2
03208,8000SHB34,010,8000UIH24,187.71,386.6,Bitcoin,2021,4
03208,8000WWG05,010,8000SGO78,484.23,435.54,Wire,2022,2
03208,8000JDN01,03208,8000TKX25,255.12,403.51,ACH,2021,7
010,8000DZL89,010,8000ABN19,141.6,296.28,Reinvestment,2022,11
03208,8000DZP27,010,8000BHD32,382.67,378.39,Bitcoin,2021,5
010,8000CSS98,03208,8000PVP75,111.64,296.64,Bitcoin,2023,5
03208,8000WBJ33,010,8000UYQ75,133.51,311.86,Bitcoin,2023,11
03208,8000IYA46,010,8000FHE48,300.44,387.21,ACH,2023,12
010,8000JDT54,010,8000XQV32,301.18,267.1,Wire,2023,6
010,8000HOF62,03208,8000MJP58,208.27,305.95,Cheque,2021,4
03208,8000KWU07,03208,8000XZM79,488.67,489.4,Wire,2022,7
010,8000GPZ55,03208,8000DDF02,136.05,272.11,Cheque,2023,2
010,8000GZW89,010,8000NKD31,360.65,306.59,Wire,2023,6
010,8000EPF71,03208,8000OXZ23,344.33,278.23,Reinvestment,2021,9
010,8000SND05,03208,8000RHU77,485.74,178.43,Credit Card,2023,10
03208,8000SWF71,03208,8000KTB34,384.15,331.33,ACH,2023,3
03208,8000WLF58,010,8000BYG89,228.13,392.88,Credit Card,2021,11
03208,8000UZE29,010,8000IKK75,103.0,123.86,ACH,2023,10
03208,8000DWG42,03208,8000NWX38,255.41,210.45,Wire,2021,12
03208,8000EBY24,010,8000TQS79,475.34,193.73,Cash,2021,10
010,8000GTJ90,010,8000MKQ93,367.91,417.24,Credit Card,2022,7
010,8000JYN91,010,8000NFN42,222.19,413.87,Cash,2021,9
03208,8000NXN83,010,8000CVT28,111.2,360.79,Reinvestment,2023,3
03208,8000BZI60,03208,8000RCJ53,106.52,103.64,Wire,2023,1
03208,8000DMT65,010,8000JFG17,404.03,459.35,Reinvestment,2021,12
010,8000BYN33,03208,8000WIC93,391.69,206.6,Cash,2021,11
03208,8000YTA81,010,8000WOV94,178.77,316.18,Cash,2023,2
010,8000EKD45,010,8000UYF80,184.42,208.19,Credit Card,2021,12
010,8000KMM73,03208,8000VRI03,159.48,353.04,Wire,2021,1
010,8000UOQ09,03208,8000RYD10,474.08,137.13,Reinvestment,2022,9
010,8000MJU53,010,8000IRA81,399.52,143.96,Cash,2021,11
010,8000VSS09,010,8000SPU43,397.65,193.11,Cheque,2023,4
03208,8000BAF46,010,8000NNT44,460.72,440.89,Reinvestment,2021,6
010,8000UTB77,03208,8000CFT79,492.43,309.58,Cash,2022,3
03208,8000XZT24,03208,8000YBB34,362.06,304.19,Wire,2023,2
010,8000AMJ01,010,8000CXJ68,326.54,277.61,ACH,2022,11
03208,8000NGS41,010,8000XAN26,313.73,412.33,Cash,2021,7
010,8000SLX55,010,8000JPC09,165.77,430.84,Wire,2021,3
010,8000RUG32,03208,8000PAX99,472.45,193.12,ACH,2021,12
010,8000GWQ96,010,8000EHS14,194.46,262.99,ACH,2021,2
010,8000DRI28,010,8000NHS16,358.45,472.75,Reinvestment,2022,9
010,8000TWD22,010,8000JDL87,411.86,108.07,ACH,2023,10
010,8000IKU64,03208,8000YQW85,328.24,119.5,Reinvestment,2022,10
010,8000GSZ80,010,8000WWV31,368.97,420.9,Credit Card,2022,1
03208,8000HCJ45,010,8000LYL84,162.36,330.1,Credit Card,2022,7
03208,8000KDV00,03208,8000MMP22,141.81,330.62,Cash,2022,10
03208,8000ODR26,03208,8000YPR24,128.88,158.15,Bitcoin,2022,9
010,8000TKG64,03208,8000XTT39,458.2,243.39,Reinvestment,2021,2
03208,8000ZWT78,010,8000FCE24,241.19,444.78,Reinvestment,2022,7
010,8000PYR31,03208,8000DKR96,127.75,166.48,Bitcoin,2021,7
03208,8000YHM42,010,8000MOL28,309.23,198.55,Cheque,2021,8
010,8000EHJ14,03208,8000PBR28,338.84,438.61,Bitcoin,2023,12
010,8000AWT07,010,8000NFN86,435.23,432.59,Bitcoin,2023,2
010,8000FUT23,03208,8000HBL06,176.06,175.49,Cash,2021,1
03208,8000PIB20,010,8000LPB77,113.1,106.19,Cash,2021,11
010,8000XNO42,010,8000HPZ18,479.19,118.02,Bitcoin,2021,7
010,8000DSD40,03208,8000GIS53,367.77,275.54,Cheque,2023,8
010,8000ABK35,010,8000EGK13,102.66,241.31,Credit Card,2021,1
03208,8000RMU60,010,8000QDP18,448.73,209.14,Credit Card,2022,3
03208,8000JDE36,03208,8000UJN68,112.75,149.08,Cheque,2022,4
03208,8000SPE10,010,8000KOI88,418.81,339.05,Cheque,2023,3
010,8000VLI93,03208,8000JUO41,348.06,287.91,Wire,2023,1
010,8000YUK97,03208,8000PNE47,238.67,331.3,Wire,2021,2
010,8000CFO57,03208,8000JDK67,167.63,314.37,Reinvestment,2023,7
010,8000FVD41,03208,8000RQJ95,125.8,278.61,Wire,2021,4
010,8000XFE62,03208,8000CJL79,337.49,494.6,Reinvestment,2023,6
03208,8000DCJ16,010,8000DNT02,119.64,160.31,Wire,2021,2
010,8000MKA39,010,8000AEU65,477.99,277.15,Reinvestment,2021,1
010,8000UXP90,010,8000HXB03,219.84,249.63,Credit Card,2023,1
03208,8000RDY52,03208,8000ERV41,410.77,431.71,ACH,2023,9
03208,8000SUD22,03208,8000SNW82,216.02,481.93,Wire,2022,1
010,8000PTL61,010,8000DIM35,181.74,359.79,Cash,2023,5
010,8000PDX07,010,8000LMG70,466.98,450.4,Cheque,2021,3
010,8000LXS87,03208,8000YJZ83,436.81,276.43,Cheque,2022,3
03208,8000DHH66,010,8000UHN11,333.36,312.95,Cash,2023,2
03208,8000HDK91,010,8000YIO44,357.77,208.93,Cash,2022,7
03208,8000ZAU64,03208,8000ECU74,383.58,173.17,Wire,2023,3
03208,8000HAS87,03208,8000VUK08,457.69,358.32,Bitcoin,2022,4
010,8000NCJ61,03208,8000MBD18,290.6,312.68,Bitcoin,2023,9
03208,8000PDX77,03208,8000ESC68,295.16,430.65,ACH,2021,12
03208,8000TND88,03208,8000LJP10,262.62,372.17,Wire,2021,3
010,8000GVX18,010,8000UHK29,200.81,168.94,Wire,2021,6
03208,8000ELK91,010,8000OTU42,281.62,213.08,Cheque,2022,3
03208,8000VBA42,010,8000KMK19,196.22,431.55,Cheque,2021,8
010,8000QAG08,010,8000FML93,459.86,135.56,ACH,2023,2
010,8000TLM81,03208,8000KSN54,123.1,358.19,Wire,2022,9
010,8000TZL82,010,8000QCF37,106.08,230.15,Bitcoin,2021,10
03208,8000IHB11,010,8000UCK18,289.64,337.1,Bitcoin,2022,12
03208,8000LFM36,010,8000TCA22,336.4,375.04,Cash,2022,6
03208,8000UNW49,010,8000EOB53,487.01,488.26,Wire,2021,3
010,8000CEO10,03208,8000ENF31,278.27,400.17,Credit Card,2023,6
03208,8000BOT15,010,8000RCI42,285.85,309.04,Reinvestment,2023,8
010,8000AYL84,010,8000VWM96,417.48,459.85,Cheque,2022,3
010,8000DZE93,010,8000SBZ33,385.25,223.59,ACH,2023,6
03208,8000VHY33,010,8000IFB25,412.68,117.4,Cheque,2021,4
03208,8000YRZ60,03208,8000CFJ22,196.18,274.47,Cheque,2022,5
03208,8000XQT36,03208,8000ELW77,317.27,282.26,Reinvestment,2022,9
010,8000LHL20,03208,8000IAR12,315.58,443.01,Cheque,2023,8
03208,8000INK39,03208,8000YUS53,327.69,212.35,Cash,2021,12
03208,8000LCP61,03208,8000FWA88,418.96,439.77,Credit Card,2022,5
010,8000ORN19,010,8000UHY41,257.6,280.12,Credit Card,2021,11
010,8000WLQ06,03208,8000AYS34,192.19,452.93,Cash,2022,12
010,8000POD02,03208,8000KNU88,295.27,137.77,ACH,2021,3
03208,8000DJW12,03208,8000BCN12,171.15,218.74,Wire,2023,1
010,8000TIR23,010,8000VJC19,102.88,303.51,Cheque,2022,9
03208,8000GCY84,010,8000HYO27,100.65,283.67,Cheque,2021,12
010,8000TDF18,03208,8000PVJ07,262.95,393.79,Credit Card,2021,11
010,8000XXW71,03208,8000XHJ85,271.34,141.24,ACH,2023,3
010,8000KBY29,03208,8000DDT78,186.5,462.85,Credit Card,2023,11
03208,8000FZN70,010,8000OKC89,338.37,441.39,ACH,2022,3
010,8000OLQ43,03208,8000HMY87,279.0,110.32,Wire,2021,6
03208,8000EBV70,010,8000FAE56,272.67,113.52,Cash,2023,1
03208,8000ZAF67,010,8000TIJ11,495.95,485.83,Cash,2021,8
03208,8000CWS58,010,8000WTP10,490.94,259.34,Cheque,2021,1
010,8000FPJ90,03208,8000JTV17,397.26,279.65,Wire,2022,7
03208,8000WPB13,03208,8000MGY00,184.54,149.82,Cheque,2022,9
010,8000RMQ07,010,8000ETG52,439.02,143.38,Bitcoin,2021,10
010,8000TFJ65,010,8000PTV14,344.67,423.96,Cash,2023,3
03208,8000VAT02,03208,8000GRA49,415.18,153.45,Bitcoin,2023,11
010,8000CED84,010,8000JAH17,333.24,479.38,ACH,2023,10
03208,8000AGY19,03208,8000YQX17,272.9,174.29,ACH,2021,4
03208,8000PMK39,010,8000XTG13,266.6,103.2,Bitcoin,2022,11
010,8000ENJ07,010,8000FCQ86,485.24,226.84,Bitcoin,2021,1
010,8000OKJ40,03208,8000VRH23,466.9,282.67,Cash,2021,2
010,8000ELG17,03208,8000ZKU55,499.48,298.87,Credit Card,2023,1
010,8000AWU53,010,8000GNH93,376.15,230.61,Bitcoin,2021,12
010,8000TYF46,03208,8000YMB28,379.16,496.08,Reinvestment,2021,12
03208,8000VUQ18,03208,8000BAQ78,475.46,238.76,Reinvestment,2021,5
03208,8000MUN71,03208,8000MMJ86,197.67,112.66,Bitcoin,2022,8
010,8000FUX69,010,8000DFS72,268.93,105.32,Wire,2021,7
03208,8000NCU11,03208,8000JTA60,155.81,425.88,Cheque,2022,10
03208,8000ZPY78,03208,8000WXU46,100.23,308.65,Cheque,2021,10
010,8000MXQ21,010,8000TMJ53,169.7,497.87,Credit Card,2021,3
03208,8000SEF71,03208,8000AOO74,324.08,274.95,Cheque,2022,9
03208,8000CMB14,03208,8000YAN21,472.5,156.92,Wire,2022,7
03208,8000NER09,03208,8000QXH07,119.09,336.64,Cash,2022,10
03208,8000SHM28,010,8000ATE42,445.83,267.45,Cash,2022,9
03208,8000SEU05,010,8000TRV22,145.02,182.97,Credit Card,2023,9
03208,8000EJM37,03208,8000CVC40,192.12,348.94,Wire,2021,10
03208,8000XKV54,03208,8000JOI85,220.28,354.32,ACH,2023,8
03208,8000PIV28,010,8000WFA93,372.54,237.75,Reinvestment,2022,8
03208,8000BNF52,03208,8000XAZ65,280.8,144.41,Cash,2023,4
03208,8000MOK03,010,8000MIK42,266.53,470.58,ACH,2022,11
03208,8000ITX58,010,8000ADH64,421.98,338.17,Credit Card,2021,6
03208,8000MXI34,010,8000ZTX25,446.15,167.88,Credit Card,2023,11
010,8000TSL96,03208,8000VUW95,458.63,219.08,Cheque,2021,2
010,8000HIT85,03208,8000OSW65,423.34,485.49,Wire,2021,1
010,8000HCD96,010,8000RHI54,488.88,325.83,Cheque,2022,4
03208,8000SQP19,03208,8000WXA93,151.28,326.05,Reinvestment,2021,9
03208,8000NWE27,03208,8000HAD54,499.24,304.99,Credit Card,2021,12
010,8000JNA12,010,8000VOZ14,454.29,433.78,Cash,2023,9
03208,8000PFR16,010,8000YAS74,373.49,488.34,Credit Card,2022,10
03208,8000AEI47,010,8000QHN78,394.13,365.69,Wire,2023,9
010,8000XMU81,010,8000BVG52,206.23,416.05,Bitcoin,2023,9
03208,8000SJV84,010,8000LJF00,322.98,463.1,Cash,2022,2
03208,8000KKE05,010,8000HAN08,178.2,221.83,Credit Card,2023,3
03208,8000QPD54,010,8000OYS94,399.19,408.51,Bitcoin,2022,9
03208,8000LMS27,010,8000QBU84,440.21,391.61,Cash,2022,6
03208,8000FGD20,010,8000DYB10,153.52,168.29,ACH,2023,12
010,8000OGS93,010,8000VVG19,154.51,490.95,Cheque,2022,1
03208,8000SGE47,010,8000BEI73,314.6,125.16,Cash,2023,1
03208,8000PSI75,010,8000ALT97,364.19,331.77,Credit Card,2022,9
03208,8000TJY50,03208,8000TVY97,430.83,322.51,Bitcoin,2023,6
03208,8000OWN92,010,8000BLR93,345.92,314.34,Credit Card,2023,12
03208,8000VQW05,03208,8000HWQ39,405.84,266.9,Reinvestment,2021,12
03208,8000JRX98,03208,8000UJI74,205.64,464.34,Wire,2022,8
03208,8000OHD63,03208,8000RET24,245.37,346.3,Reinvestment,2022,5
010,8000ZLD10,03208,8000NUV72,427.83,121.81,Wire,2021,4
03208,8000FMT73,03208,8000AYN51,367.0,496.96,Cash,2021,10
010,8000BXA22,010,8000WOA41,176.85,290.16,Credit Card,2023,3
010,8000QVB00,010,8000ZDZ75,471.72,130.86,Reinvestment,2022,2
010,8000TFB46,010,8000LXX57,497.53,436.07,Credit Card,2023,1
010,8000XNE58,03208,8000IAH99,322.63,148.8,ACH,2021,8
010,8000HHL77,03208,8000LWB42,412.53,416.88,Reinvestment,2021,4
03208,8000IKP33,010,8000OBP97,480.87,490.62,Cash,2023,7
03208,8000DWD32,010,8000QEM93,395.04,315.09,ACH,2021,10
010,8000OZS65,03208,8000FSC99,346.23,295.01,Cash,2021,2
03208,8000TLR01,010,8000SJU49,194.34,348.85,Wire,2021,5
010,8000ERN06,010,8000URO60,431.96,273.22,ACH,2022,2
010,8000SBB41,03208,8000VJU74,200.56,248.95,Reinvestment,2022,1
010,8000YKQ42,03208,8000QSP17,309.14,397.54,Wire,2021,6
03208,8000DUC31,010,8000WND93,313.4,121.71,Wire,2023,1
03208,8000VYN60,03208,8000JJT23,330.63,299.04,Credit Card,2023,3
010,8000MBU88,010,8000PBG76,416.07,304.01,Bitcoin,2022,6
010,8000MBZ03,010,8000WPP63,221.85,452.47,ACH,2023,3
